0.5, 0, 0, 0, 0, 0, 0
-8.67362e-19, -2.77556e-17, 6.50521e-19, 1, 1.11022e-16, 5.55112e-17, 0
0.00730741, -0.0012314, -0.00939019, 0.999928, 3.10434e-05, -0.00105857, -0.000184334
0.0159032, -0.00259958, -0.0202573, 0.999665, 0.000146651, -0.00225211, -0.000357319
0.0256505, -0.00425957, -0.0327131, 0.999126, 0.000210276, -0.00376332, -0.000685357
0.0367689, -0.00605376, -0.0465651, 0.99822, 0.000241074, -0.00533725, -0.00105078
0.0489919, -0.00814401, -0.0617796, 0.996853, 0.000149565, -0.00726709, -0.00145791
0.0625888, -0.0103503, -0.0784712, 0.994896, 4.10344e-05, -0.00943065, -0.00195046
0.0775364, -0.0129196, -0.0967154, 0.992203, 7.86114e-05, -0.0119537, -0.00242163
0.0936106, -0.0155367, -0.116059, 0.988699, -0.000193516, -0.0148673, -0.00312166
0.111033, -0.018408, -0.136671, 0.984202, -0.000642285, -0.0178414, -0.00395887
0.129901, -0.021463, -0.158527, 0.978537, -0.00143721, -0.021189, -0.005113
0.150118, -0.0247198, -0.181537, 0.971544, -0.00215401, -0.0248026, -0.00621718
0.17147, -0.0278578, -0.20556, 0.963103, -0.00328494, -0.0287775, -0.00771683
0.19416, -0.0312266, -0.230567, 0.952977, -0.00489689, -0.0329758, -0.0098141
0.218433, -0.0346448, -0.256717, 0.940842, -0.0068069, -0.0374682, -0.012201
0.243466, -0.0381322, -0.283161, 0.926871, -0.00880771, -0.0422511, -0.0146393
0.269936, -0.041584, -0.310572, 0.910467, -0.0114108, -0.0473118, -0.0178032
0.297116, -0.0451067, -0.337988, 0.891881, -0.0144112, -0.0525074, -0.02145
0.324784, -0.0481853, -0.365249, 0.871084, -0.0177323, -0.0578064, -0.0255278
0.35221, -0.0511731, -0.391364, 0.848625, -0.0213828, -0.0629127, -0.0299766
0.379188, -0.0538727, -0.416421, 0.824565, -0.0252774, -0.067785, -0.0348275
0.405661, -0.0561556, -0.440304, 0.79901, -0.0293728, -0.0724842, -0.0399662
0.431749, -0.0582008, -0.463127, 0.771828, -0.0337918, -0.0772009, -0.0455442
0.457332, -0.0597647, -0.48489, 0.743073, -0.0382161, -0.0815853, -0.0516066
0.482262, -0.0609083, -0.505354, 0.712973, -0.0429127, -0.0854969, -0.0578742
0.506584, -0.0616841, -0.524477, 0.681536, -0.0477755, -0.0890623, -0.0645743
0.530123, -0.0620301, -0.542345, 0.648832, -0.0528349, -0.0922542, -0.0716547
0.552967, -0.0619638, -0.559014, 0.614729, -0.0578506, -0.0950962, -0.0789418
0.575089, -0.0614543, -0.574291, 0.579384, -0.0628984, -0.0976212, -0.0866273
0.59608, -0.0604252, -0.588216, 0.543175, -0.0679578, -0.0995528, -0.0945107
0.616207, -0.0588145, -0.600774, 0.505866, -0.0730879, -0.100821, -0.102656
0.635355, -0.0570207, -0.61173, 0.467823, -0.0778763, -0.102014, -0.110722
0.652822, -0.0545778, -0.621245, 0.429999, -0.0824123, -0.102582, -0.118951
0.668682, -0.0517846, -0.62901, 0.393103, -0.0868225, -0.102577, -0.126733
0.68359, -0.0485729, -0.635656, 0.355368, -0.0910824, -0.102266, -0.134829
0.697512, -0.0448517, -0.641523, 0.316091, -0.0957384, -0.101235, -0.143242
0.710668, -0.0407465, -0.646126, 0.27534, -0.0999221, -0.0997046, -0.151301
0.722712, -0.0361521, -0.649741, 0.232846, -0.104433, -0.0972798, -0.1597
0.733416, -0.0312053, -0.652158, 0.189252, -0.108444, -0.0943264, -0.167519
0.742563, -0.0260164, -0.653291, 0.145375, -0.112517, -0.0905445, -0.175331
0.750029, -0.0208455, -0.653111, 0.102312, -0.116261, -0.0862139, -0.182515
0.755513, -0.0159467, -0.652093, 0.0609973, -0.119999, -0.0813173, -0.188858
0.75928, -0.011365, -0.650297, 0.0218742, -0.123324, -0.0760748, -0.194188
0.761405, -0.00763498, -0.648095, -0.0133068, -0.126304, -0.0706749, -0.198269
0.762076, -0.00477107, -0.645883, -0.0453033, -0.129194, -0.0649077, -0.20121
0.761797, -0.0028051, -0.643609, -0.0736538, -0.131963, -0.0591959, -0.20315
0.760568, -0.00172693, -0.641609, -0.0993532, -0.134261, -0.0536072, -0.204005
0.758599, -0.0014049, -0.639838, -0.123013, -0.136853, -0.0476165, -0.204219
0.756197, -0.00154492, -0.637616, -0.147001, -0.139332, -0.041355, -0.203966
0.753396, -0.00172281, -0.634548, -0.172454, -0.142002, -0.034526, -0.203833
0.749968, -0.00216949, -0.630618, -0.199658, -0.144471, -0.0270088, -0.20331
0.745746, -0.00251324, -0.625765, -0.228636, -0.147001, -0.0190072, -0.202667
0.740831, -0.00292559, -0.619608, -0.25932, -0.149434, -0.0102245, -0.20186
