0.752187, 0.0878449, -0.102446, 0.644983, 0, 0, 0
0.746927, 0.110183, -0.121288, 0.644398, -0.00908661, -0.024013, 0.00441401
0.747816, 0.106421, -0.118328, 0.64455, -0.00174943, -0.000440533, 0.00424693
0.747356, 0.108163, -0.119903, 0.644502, -0.00153832, -0.000492738, 0.00509471
0.744367, 0.119423, -0.12898, 0.644221, -0.00389885, -0.000817798, 0.00803754
0.741168, 0.130441, -0.138444, 0.643808, -0.00480616, -0.000811529, 0.0105003
0.736774, 0.144966, -0.151142, 0.642889, -0.00674303, -0.000766099, 0.0140939
0.731317, 0.161813, -0.166346, 0.641344, -0.00863858, -0.000765983, 0.0183452
0.725872, 0.177296, -0.180465, 0.639616, -0.0105036, -0.000844003, 0.022087
0.718605, 0.196623, -0.198158, 0.63693, -0.0128294, -0.000971609, 0.0270953
0.711084, 0.214962, -0.215085, 0.633948, -0.0155581, -0.00110061, 0.0318475
0.70172, 0.23597, -0.234702, 0.629938, -0.0183965, -0.00125661, 0.0374488
0.691299, 0.257484, -0.255125, 0.625075, -0.0212916, -0.00138052, 0.0433326
0.679747, 0.279733, -0.276472, 0.619078, -0.024178, -0.00145694, 0.0493602
0.66703, 0.302311, -0.298415, 0.612068, -0.0274877, -0.00150303, 0.0553139
0.651172, 0.328037, -0.323961, 0.60284, -0.0281177, -0.00123138, 0.0629039
0.634976, 0.352151, -0.348242, 0.592894, -0.0274332, -0.000830075, 0.0702508
0.618738, 0.374364, -0.37102, 0.582545, -0.0304974, -0.000624348, 0.0760409
0.596909, 0.40154, -0.3996, 0.568142, -0.0278022, 0.000233926, 0.0849702
0.576225, 0.425022, -0.425125, 0.553706, -0.0266224, 0.00103548, 0.0927811
0.55353, 0.448584, -0.451202, 0.537395, -0.023647, 0.00201577, 0.101233
0.530328, 0.470446, -0.476334, 0.520133, -0.02003, 0.00317712, 0.109673
0.506459, 0.490985, -0.500691, 0.501739, -0.0165363, 0.00442313, 0.117882
-0.481555, -0.510493, 0.52457, -0.482005, -0.0119948, 0.00575727, 0.126364
-0.455999, -0.528565, 0.547779, -0.461111, -0.0073032, 0.00734581, 0.134686
-0.429873, -0.545384, 0.570049, -0.439099, -0.0022297, 0.00901137, 0.14281
-0.403064, -0.560847, 0.591533, -0.416027, 0.00340048, 0.0107709, 0.150811
-0.375722, -0.574906, 0.612138, -0.391921, 0.00892469, 0.0126952, 0.158344
-0.34792, -0.587707, 0.631761, -0.366647, 0.0145748, 0.0146566, 0.165681
-0.319644, -0.599018, 0.650468, -0.340437, 0.020299, 0.016714, 0.172723
-0.291222, -0.608926, 0.668017, -0.313294, 0.0258849, 0.0189269, 0.179119
-0.262494, -0.617588, 0.684376, -0.285153, 0.0318764, 0.0210934, 0.185223
-0.233615, -0.624713, 0.699591, -0.256378, 0.0374972, 0.0233075, 0.19081
-0.205409, -0.630354, 0.713266, -0.227403, 0.0427393, 0.025687, 0.195535
-0.178561, -0.634562, 0.725085, -0.199243, 0.0474711, 0.0277885, 0.198862
-0.151586, -0.637548, 0.735869, -0.170445, 0.052004, 0.0298799, 0.20193
-0.123996, -0.639596, 0.745525, -0.140481, 0.0569762, 0.0318982, 0.204817
-0.0953744, -0.640603, 0.754078, -0.109078, 0.06217, 0.033722, 0.207627
-0.0659903, -0.640406, 0.761363, -0.0764934, 0.0675107, 0.0353991, 0.209293
-0.0361788, -0.639104, 0.767067, -0.0429618, 0.0727096, 0.0368598, 0.209787
-0.00619843, -0.63656, 0.771148, -0.00914905, 0.0782361, 0.037995, 0.210057
0.0229156, -0.632814, 0.773596, 0.023885, 0.0835792, 0.0389202, 0.209567
0.050647, -0.628389, 0.774277, 0.0552899, 0.0886323, 0.039351, 0.207408
0.0769906, -0.623452, 0.773416, 0.0848968, 0.0934598, 0.0392636, 0.205069
0.10066, -0.618446, 0.771406, 0.111016, 0.0979025, 0.0386677, 0.20162
0.122646, -0.613564, 0.768425, 0.134239, 0.10235, 0.0375758, 0.198157
0.142124, -0.608923, 0.765034, 0.154068, 0.106538, 0.0360159, 0.194189
0.160263, -0.60475, 0.761056, 0.171425, 0.110649, 0.0341511, 0.190586
0.177292, -0.600888, 0.756776, 0.186522, 0.114697, 0.031936, 0.187368
0.194763, -0.59659, 0.752066, 0.201356, 0.118781, 0.0294978, 0.184725
0.213216, -0.591211, 0.746947, 0.216974, 0.122822, 0.027038, 0.18205
0.2333, -0.584727, 0.740942, 0.233818, 0.127236, 0.0244918, 0.179114
0.254533, -0.577154, 0.733986, 0.251735, 0.131802, 0.0217703, 0.175504
0.276947, -0.568122, 0.726116, 0.270727, 0.13666, 0.019036, 0.171651
0.300425, -0.557409, 0.717407, 0.290461, 0.141675, 0.0162686, 0.167853
0.324831, -0.54534, 0.707332, 0.311081, 0.146777, 0.0134735, 0.163918
0.350026, -0.53161, 0.695977, 0.332398, 0.151723, 0.01051, 0.159892
0.37574, -0.515794, 0.683587, 0.354239, 0.15699, 0.00767951, 0.155487
0.402227, -0.497867, 0.669566, 0.37686, 0.162281, 0.00478774, 0.151172
0.428712, -0.477956, 0.654405, 0.399397, 0.167385, 0.00181581, 0.146435
0.454883, -0.456307, 0.637996, 0.421696, 0.172197, -0.00121421, 0.141915
0.479768, -0.433202, 0.621055, 0.443225, 0.17679, -0.00411115, 0.137898
0.503459, -0.408853, 0.603471, 0.463887, 0.180946, -0.00683943, 0.134257
0.525949, -0.383577, 0.585094, 0.483643, 0.18465, -0.0095687, 0.130653
0.547188, -0.356655, 0.566452, 0.502508, 0.188232, -0.0122624, 0.127525
0.56713, -0.328858, 0.547067, 0.520513, 0.19156, -0.0147572, 0.124564
0.585657, -0.29994, 0.527057, 0.537822, 0.194482, -0.0173693, 0.1219
0.602752, -0.27008, 0.506693, 0.554084, 0.19751, -0.0199359, 0.119681
0.61826, -0.239259, 0.485807, 0.56965, 0.200231, -0.0224128, 0.117464
0.632324, -0.207792, 0.464353, 0.584265, 0.203044, -0.0248986, 0.115715
0.64467, -0.175528, 0.4426, 0.598077, 0.205422, -0.027432, 0.114076
0.655416, -0.14241, 0.420625, 0.61092, 0.207669, -0.0300513, 0.11303
