-0.00516454, 0.0183903, -0.00283887, -0.0151948, -0.00145851, 0.012067, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.00516454, 0.0183903, -0.00283887, -0.0151948, -0.00145851, 0.012067, 0.055207, 0.055207, 0.055207, 0.0774567, 0.0774567, 0.0774567
-0.00644535, 0.0182664, -0.00257394, -0.0176088, -0.00263823, -0.00497853, 0.0551877, 0.053088, 0.0552722, 0.05713, 0.0592746, 0.0637473
-0.00632314, 0.0182219, -0.00257579, -0.0173947, -0.00249321, -0.0033292, 0.0551887, 0.0530904, 0.055286, 0.0564813, 0.0590345, 0.0601813
-0.00677729, 0.0175713, -0.00236461, -0.0161721, -0.00362789, -0.000321997, 0.0554347, 0.0532361, 0.055495, 0.0564767, 0.0591569, 0.0599411
-0.00780777, 0.0168855, -0.00199821, -0.0153839, -0.00456323, 0.000887461, 0.055657, 0.0533425, 0.055652, 0.0565075, 0.0592636, 0.0603374
-0.00865018, 0.0162151, -0.00164767, -0.0148773, -0.0049023, 0.0018169, 0.0559336, 0.0534948, 0.055858, 0.0567958, 0.0594662, 0.0608792
-0.00919316, 0.0157786, -0.00145224, -0.0145448, -0.0044787, 0.00497768, 0.0562221, 0.0536531, 0.056085, 0.057158, 0.0597083, 0.0611426
-0.010191, 0.0155202, -0.00137093, -0.0142488, -0.00420838, 0.00592606, 0.0564631, 0.0538097, 0.0563085, 0.0575267, 0.0599668, 0.0616218
-0.0107438, 0.0153352, -0.00131913, -0.0139934, -0.00363316, 0.00803439, 0.0567544, 0.0540276, 0.0565725, 0.0580036, 0.0603514, 0.0620024
-0.0115038, 0.0151885, -0.00126914, -0.0136977, -0.00333578, 0.00850297, 0.0570069, 0.0542602, 0.056817, 0.0584978, 0.0607776, 0.0623923
-0.0120518, 0.0150845, -0.00125697, -0.0133827, -0.00283721, 0.0102762, 0.0572945, 0.0545273, 0.0570677, 0.0590252, 0.0612918, 0.0626318
