0, 0, 0, 0.0316228, 0.0316228, 0.0316228
-0.015198, -0.0291751, 0.0567907, 1.47947, 1.47947, 0.172699
-0.1382, -0.0192839, 0.0696414, 0.296121, 0.197201, 0.087219
-0.125071, -0.0181379, 0.0704104, 0.241758, 0.18596, 0.0867784
-0.101123, -0.0176178, 0.0844945, 0.195455, 0.170404, 0.0866307
-0.089287, -0.0137329, 0.101059, 0.166264, 0.137624, 0.0860732
-0.0885803, -0.00774291, 0.114979, 0.144747, 0.108168, 0.085834
-0.0790544, -0.00591463, 0.12526, 0.135668, 0.0866724, 0.0857577
-0.0799791, -0.00453834, 0.140988, 0.130859, 0.0725057, 0.0858851
-0.0753368, -0.00337611, 0.150393, 0.132147, 0.0650435, 0.0868563
-0.0783944, -0.00305098, 0.167653, 0.134184, 0.0615049, 0.0882487
-0.0790955, 8.42782e-05, 0.184285, 0.139958, 0.060732, 0.0901329
-0.0743522, 0.00146189, 0.194656, 0.147315, 0.0614006, 0.0921383
-0.0712429, 0.00369009, 0.203352, 0.154571, 0.0631972, 0.0942628
-0.0669254, 0.00725038, 0.222229, 0.159607, 0.0656225, 0.0962652
-0.0509043, 0.00952394, 0.215512, 0.166512, 0.06786, 0.0983776
-0.031025, 0.0103314, 0.214977, 0.17217, 0.0692956, 0.0999843
-0.021378, 0.0145479, 0.246053, 0.171649, 0.0720431, 0.101165
-0.0043616, 0.0227265, 0.239494, 0.174388, 0.0730992, 0.102764
0.0175141, 0.026182, 0.245529, 0.171667, 0.0727407, 0.103297
0.032699, 0.0312052, 0.239876, 0.174875, 0.0733675, 0.104156
0.0536654, 0.0357761, 0.239941, 0.176384, 0.0736902, 0.104633
0.0579631, 0.0361559, 0.221396, 0.171721, 0.0736934, 0.104906
0.073232, 0.0399865, 0.216729, 0.168501, 0.073451, 0.105044
0.0910486, 0.0469495, 0.213198, 0.16506, 0.0738887, 0.105029
0.10883, 0.0477493, 0.204466, 0.161067, 0.0738946, 0.104774
0.114765, 0.0508263, 0.196912, 0.155831, 0.0735292, 0.104279
0.117668, 0.0545892, 0.187113, 0.151103, 0.0737965, 0.10381
0.135285, 0.0555264, 0.175916, 0.146673, 0.0739385, 0.103141
0.149534, 0.0596598, 0.171283, 0.143818, 0.0747178, 0.102469
0.152011, 0.0624573, 0.159421, 0.140339, 0.0752303, 0.101626
0.152067, 0.0593256, 0.146597, 0.135234, 0.0741223, 0.100168
0.155492, 0.0640078, 0.1415, 0.131979, 0.0738374, 0.0989613
0.160179, 0.0631747, 0.124699, 0.127559, 0.071515, 0.0972523
0.154171, 0.0572881, 0.109369, 0.123603, 0.0704632, 0.0954851
0.137341, 0.0588282, 0.106646, 0.118915, 0.0698425, 0.0937475
0.159115, 0.0526576, 0.0867159, 0.114628, 0.0678711, 0.0916836
0.152737, 0.0506385, 0.0824383, 0.111397, 0.067087, 0.0899735
0.160956, 0.0468621, 0.0698764, 0.109546, 0.0662101, 0.0885343
0.16788, 0.0373424, 0.0484121, 0.107748, 0.0648428, 0.086993
0.171241, 0.0294492, 0.031863, 0.106514, 0.0636133, 0.0854555
0.169602, 0.0233076, 0.0232374, 0.105723, 0.0630619, 0.0841744
0.162823, 0.00876937, 0.0119035, 0.104404, 0.0624747, 0.0828173
0.153816, -0.00648864, 0.00209326, 0.102918, 0.0622268, 0.0815561
0.148573, -0.0229561, -0.0203124, 0.100425, 0.0617222, 0.0801108
0.140963, -0.0381028, -0.0316034, 0.0974276, 0.06073, 0.0782331
0.128767, -0.0504538, -0.0320122, 0.093934, 0.0601226, 0.0762822
0.125066, -0.0650782, -0.0436843, 0.0905541, 0.0598123, 0.0747282
0.120589, -0.0769467, -0.0512228, 0.0865742, 0.0590765, 0.0727416
0.122795, -0.0837761, -0.0583715, 0.0832862, 0.0584365, 0.0709117
0.118928, -0.0885492, -0.0672631, 0.0802156, 0.0574983, 0.0691497
0.127061, -0.0906503, -0.0741984, 0.0780001, 0.0567675, 0.0678304
0.123639, -0.0958065, -0.0883765, 0.0765529, 0.0564218, 0.0668487
0.122789, -0.099758, -0.101031, 0.0749188, 0.055224, 0.0657122
0.127996, -0.100554, -0.102078, 0.0741192, 0.0545155, 0.0651106
0.133327, -0.0992324, -0.108667, 0.0737255, 0.0537167, 0.0647167
0.131154, -0.101291, -0.101213, 0.0739155, 0.0536631, 0.0647167
0.136537, -0.101496, -0.119949, 0.0740832, 0.0528823, 0.0647126
0.13932, -0.0954283, -0.112169, 0.0746155, 0.0526171, 0.0649718
0.128252, -0.103295, -0.12915, 0.0752877, 0.0523156, 0.065344
0.131482, -0.097854, -0.126643, 0.0764552, 0.0523439, 0.0659946
0.131795, -0.0909828, -0.104475, 0.0778477, 0.0530164, 0.0667184
0.124554, -0.0865635, -0.102973, 0.0790404, 0.0534112, 0.0673619
0.109369, -0.0889508, -0.105221, 0.0798819, 0.0536398, 0.0678564
0.121985, -0.0804208, -0.0799705, 0.0807399, 0.0538878, 0.0682685
0.112281, -0.0757578, -0.0799793, 0.081282, 0.0541199, 0.0686208
0.103019, -0.0773077, -0.0682668, 0.0817975, 0.0546997, 0.0689317
0.103641, -0.0755049, -0.0569075, 0.0828824, 0.056102, 0.0694603
0.0955323, -0.074235, -0.0473068, 0.0831179, 0.0566058, 0.0696795
0.10192, -0.0696244, -0.0477266, 0.0837308, 0.0573815, 0.0699512
0.0999922, -0.0692994, -0.0226591, 0.0838218, 0.0578567, 0.0697233
0.0968685, -0.0682087, -0.0126312, 0.0831217, 0.0572511, 0.0692896
0.088241, -0.0706746, -0.0137554, 0.0828073, 0.0575385, 0.0688809
0.0870124, -0.0724261, 0.0172844, 0.0827474, 0.0586412, 0.0686741
0.0994541, -0.0594741, 0.00663923, 0.0822637, 0.0586691, 0.0682762
0.0874864, -0.0622244, 0.0230575, 0.0821227, 0.0604496, 0.068157
0.0811026, -0.0634511, 0.03115, 0.0811792, 0.0604766, 0.06731
0.0895031, -0.0524895, 0.0210886, 0.0802927, 0.0603447, 0.0666946
0.063135, -0.0590156, 0.0385432, 0.0793617, 0.0608658, 0.0659616
0.0656446, -0.0488951, 0.0354162, 0.0788894, 0.0613625, 0.0655354
0.0594501, -0.0463564, 0.0346231, 0.0786289, 0.0620159, 0.0652021
0.0501752, -0.0428874, 0.0264962, 0.0774705, 0.0620618, 0.0646899
0.029935, -0.0414465, 0.0322568, 0.0765579, 0.0622582, 0.0641381
0.0176445, -0.0385078, 0.015114, 0.0756905, 0.0626653, 0.063943
0.00424837, -0.0364915, 0.0213044, 0.0740823, 0.0617259, 0.0630541
-0.0101573, -0.030815, 0.0130789, 0.0723014, 0.0601651, 0.0621667
-0.0276894, -0.032409, 0.00776455, 0.069777, 0.0586562, 0.0611635
-0.0434794, -0.0293763, -0.000982563, 0.0682093, 0.058121, 0.0605219
-0.0651034, -0.0289483, 0.00102039, 0.0669086, 0.0577594, 0.0598944
-0.0798832, -0.0231099, 0.000953627, 0.0654246, 0.0570404, 0.0591134
-0.0920784, -0.0197351, -0.00606245, 0.064359, 0.0565052, 0.0586579
-0.111518, -0.02318, -0.0120122, 0.0627185, 0.05514, 0.0576417
-0.133374, -0.0214509, -0.0156251, 0.0617852, 0.0548411, 0.0572224
-0.149145, -0.0175908, -0.00499721, 0.0604665, 0.0537618, 0.0564412
-0.163239, -0.0149303, -0.0113329, 0.0595699, 0.053116, 0.0559494
-0.18286, -0.0157678, -0.0101177, 0.0590481, 0.0530938, 0.0557094
-0.196508, -0.00920694, -0.0103623, 0.0593743, 0.053316, 0.0556922
-0.212638, -0.00578622, -0.00344048, 0.0593756, 0.0532514, 0.0556592
-0.234143, -0.00600064, -0.00450348, 0.0594319, 0.0533994, 0.0559635
-0.247457, 0.00151474, 0.00384241, 0.0596735, 0.0538323, 0.0562524
-0.24579, 0.0138599, 0.0146554, 0.0588845, 0.0526719, 0.055709
-0.268669, 0.0141028, 0.000911298, 0.0591788, 0.0530953, 0.0560306
-0.271291, 0.02657, 0.025228, 0.058483, 0.0520888, 0.0557154
-0.277785, 0.0406352, 0.00877151, 0.0581849, 0.0511991, 0.0555997
-0.272056, 0.0510332, 0.031559, 0.0573084, 0.0501597, 0.0552993
-0.29168, 0.0590798, 0.0343394, 0.0571787, 0.0498958, 0.0555775
-0.292257, 0.0763149, 0.0370675, 0.0573948, 0.0498602, 0.0561289
-0.275506, 0.0980664, 0.0448608, 0.0574876, 0.0496688, 0.0567591
-0.287207, 0.111994, 0.0641535, 0.0580169, 0.0501925, 0.0578337
-0.305982, 0.120523, 0.0684849, 0.0585738, 0.0505571, 0.0586807
-0.270513, 0.154356, 0.0841621, 0.0590676, 0.05088, 0.0595536
-0.286686, 0.164641, 0.100739, 0.0600369, 0.0517097, 0.0604927
-0.263542, 0.197724, 0.11039, 0.0609152, 0.0522671, 0.0614897
-0.260863, 0.204644, 0.135091, 0.0616803, 0.0528979, 0.0623279
-0.252208, 0.210768, 0.141595, 0.0625621, 0.05371, 0.0632921
-0.248994, 0.210201, 0.15427, 0.06334, 0.0545929, 0.0641117
-0.23247, 0.220228, 0.166255, 0.0642311, 0.0553784, 0.0649239
-0.220355, 0.22272, 0.182865, 0.0649451, 0.0560257, 0.0655688
-0.205681, 0.227825, 0.190211, 0.0651158, 0.0560664, 0.065957
-0.210456, 0.22354, 0.195946, 0.066214, 0.0573785, 0.066648
-0.193984, 0.224119, 0.208347, 0.0660653, 0.0571142, 0.0668261
-0.185217, 0.219897, 0.222108, 0.066205, 0.0572067, 0.0670193
-0.172572, 0.220421, 0.234266, 0.0661925, 0.0571356, 0.0671118
-0.172399, 0.211592, 0.24113, 0.0662284, 0.0570598, 0.0671681
-0.166652, 0.2058, 0.244925, 0.0663872, 0.0574482, 0.0674842
-0.163747, 0.198251, 0.248887, 0.0663878, 0.0575544, 0.0675966
-0.151448, 0.193271, 0.254796, 0.0662494, 0.057519, 0.0674633
-0.151196, 0.180267, 0.260128, 0.0667309, 0.0584428, 0.0679804
-0.14556, 0.176472, 0.272131, 0.0668397, 0.0584521, 0.0677654
-0.150219, 0.161602, 0.268221, 0.0669039, 0.0586317, 0.0676255
-0.147915, 0.148008, 0.2649, 0.0668794, 0.0585303, 0.0678369
-0.147965, 0.138844, 0.265403, 0.0665835, 0.0578163, 0.0674092
-0.148641, 0.126376, 0.262814, 0.0669419, 0.0580838, 0.0677197
-0.153112, 0.110834, 0.258195, 0.0674434, 0.0584767, 0.06792
-0.165218, 0.0919411, 0.250422, 0.0684438, 0.0599013, 0.0684938
-0.174032, 0.0744981, 0.235526, 0.0695133, 0.0608974, 0.0689521
-0.176235, 0.0636567, 0.226703, 0.0698605, 0.0606885, 0.0689191
-0.181967, 0.0526913, 0.220566, 0.07011, 0.0603899, 0.0688376
-0.179866, 0.0351062, 0.21049, 0.0695446, 0.059442, 0.068656
-0.184058, 0.0115771, 0.198284, 0.0695792, 0.0594414, 0.0687944
-0.185196, -0.00195568, 0.18276, 0.0696416, 0.0594296, 0.0688689
-0.186518, -0.0208191, 0.167748, 0.069573, 0.0591196, 0.0686916
-0.189558, -0.0395741, 0.156345, 0.0696652, 0.0594567, 0.0687857
-0.201799, -0.0603351, 0.145193, 0.0700143, 0.0600392, 0.0689524
-0.204684, -0.0822842, 0.128282, 0.0704688, 0.0604697, 0.069121
-0.198467, -0.0951906, 0.110713, 0.0701647, 0.059832, 0.0687774
-0.201873, -0.114199, 0.0921995, 0.0703146, 0.0599814, 0.0688692
-0.206835, -0.136258, 0.0711829, 0.0704381, 0.0601495, 0.0689433
-0.208648, -0.154314, 0.0496032, 0.0702465, 0.0596845, 0.0686444
-0.207724, -0.169242, 0.0348074, 0.0702418, 0.0593123, 0.0686039
-0.200192, -0.177993, 0.0242774, 0.0702753, 0.059222, 0.0684652
-0.202776, -0.20095, 0.0077668, 0.0706416, 0.0596806, 0.0688856
-0.217156, -0.226355, -0.022082, 0.0723966, 0.0628999, 0.0697876
-0.216934, -0.249985, -0.0503515, 0.0726375, 0.0625124, 0.0698416
-0.210645, -0.264255, -0.0711869, 0.072364, 0.0618179, 0.0696361
-0.19854, -0.267762, -0.0819449, 0.0719686, 0.0609469, 0.0694618
-0.190807, -0.274918, -0.0956782, 0.0715087, 0.0604996, 0.0693648
-0.190156, -0.288336, -0.113769, 0.0709164, 0.0596539, 0.069061
-0.19035, -0.30288, -0.129529, 0.0708469, 0.0596546, 0.0690568
-0.181551, -0.308478, -0.135119, 0.0698495, 0.0578632, 0.0685321
-0.172697, -0.313256, -0.139821, 0.0689734, 0.0566182, 0.0681434
-0.16562, -0.321935, -0.160434, 0.0683463, 0.0559762, 0.067883
-0.156449, -0.330871, -0.189434, 0.0677037, 0.0553596, 0.0675588
-0.148259, -0.331626, -0.208377, 0.0673059, 0.0548937, 0.0673808
-0.147571, -0.324875, -0.203767, 0.0674802, 0.0552684, 0.0674766
-0.152022, -0.322855, -0.199346, 0.0676938, 0.0557028, 0.0676296
-0.152619, -0.325004, -0.207752, 0.0677077, 0.055607, 0.0676533
-0.146767, -0.332167, -0.230992, 0.0675281, 0.0553246, 0.0676762
-0.142814, -0.332198, -0.245045, 0.0674715, 0.0552442, 0.0678167
-0.14531, -0.327834, -0.248352, 0.0674316, 0.0552468, 0.0679644
-0.146796, -0.315584, -0.251601, 0.0671272, 0.0549884, 0.0679594
-0.137949, -0.289142, -0.256238, 0.0665855, 0.0539761, 0.0675097
-0.133623, -0.256226, -0.231125, 0.0661216, 0.0534786, 0.0673188
-0.13353, -0.246223, -0.213441, 0.065345, 0.0531835, 0.0668686
-0.142688, -0.242338, -0.208785, 0.0648461, 0.0530423, 0.0665983
-0.134263, -0.217614, -0.21237, 0.0644015, 0.0530532, 0.0662793
-0.148954, -0.203642, -0.199884, 0.0636722, 0.0529592, 0.065694
-0.130216, -0.193448, -0.203107, 0.0629716, 0.052614, 0.0651078
-0.112217, -0.161821, -0.189981, 0.0625833, 0.0524836, 0.0647129
-0.113677, -0.153901, -0.181894, 0.0615148, 0.0516166, 0.0637185
-0.10643, -0.136162, -0.172362, 0.0608652, 0.0511417, 0.0630175
-0.109398, -0.128632, -0.159828, 0.060326, 0.0508312, 0.062315
-0.105143, -0.105302, -0.145408, 0.0612792, 0.0513479, 0.0622898
-0.105542, -0.105363, -0.143921, 0.0616554, 0.0515475, 0.0620165
-0.097986, -0.081527, -0.120374, 0.0618459, 0.0515669, 0.061828
-0.100931, -0.0755854, -0.11, 0.0623964, 0.0523071, 0.0622361
-0.0814468, -0.0681739, -0.103223, 0.061984, 0.0516474, 0.0613866
-0.0779681, -0.0467282, -0.0783074, 0.0615736, 0.0512473, 0.0607509
-0.0788114, -0.038167, -0.0596081, 0.0618763, 0.051756, 0.0609702
